,class Names,truncatation,occlusion,alpha,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rotation_y
15058,Pedestrian,0.00,0,-1.31,334.79,159.07,352.84,197.98,1.82,0.78,0.94,-12.27,0.81,33.63,"-1.66
"
15059,Pedestrian,0.00,2,-1.35,436.42,164.73,452.42,193.93,1.76,0.69,1.21,-9.85,0.81,43.44,"-1.57
"
15060,Pedestrian,0.00,1,-1.43,331.64,155.45,339.80,187.02,1.93,0.59,0.70,-16.63,0.40,43.77,"-1.79
"
15064,Pedestrian,0.00,1,-1.34,355.55,154.44,365.94,188.00,2.01,0.76,0.84,-14.72,0.44,42.91,"-1.67
"
15065,Pedestrian,0.00,0,-1.68,311.29,164.16,337.86,238.11,1.63,0.55,1.28,-6.44,1.27,16.28,"-2.05
"
15066,Pedestrian,0.00,0,-2.22,383.71,159.43,420.11,243.50,1.85,0.75,1.04,-4.50,1.39,16.20,"-2.49
"
15069,Pedestrian,0.00,0,1.89,288.41,155.51,305.62,199.10,1.89,0.80,0.50,-13.41,0.81,31.10,"1.49
"
15070,Pedestrian,0.00,0,-2.68,220.65,153.26,230.98,197.15,1.90,0.53,0.35,-16.44,0.72,30.92,"3.12
"
15071,Pedestrian,0.00,0,2.69,934.40,171.30,944.88,208.02,1.80,0.80,0.76,16.73,1.35,35.24,"3.13
"
15101,Pedestrian,0.05,0,0.05,1107.44,153.57,1189.77,348.48,1.77,0.65,0.93,5.45,1.53,6.95,"0.69
"
15102,Pedestrian,0.21,1,0.06,1130.15,167.86,1185.41,334.07,1.63,0.66,0.89,6.03,1.51,7.37,"0.72
"
15103,Pedestrian,0.00,0,0.70,701.07,155.20,767.40,297.15,1.79,0.94,0.99,1.80,1.47,9.61,"0.88
"
15104,Pedestrian,0.00,1,1.26,262.41,156.12,284.41,231.39,1.89,0.87,1.09,-8.47,1.28,18.44,"0.84
"
15105,Pedestrian,0.00,1,1.29,319.43,155.98,349.10,228.84,1.89,0.88,1.00,-7.42,1.25,18.96,"0.93
"
15106,Pedestrian,0.00,1,1.60,337.77,159.05,356.44,235.16,1.89,0.88,1.13,-6.46,1.35,18.25,"1.26
"
15107,Pedestrian,0.00,0,1.30,361.54,157.72,399.21,255.07,1.89,0.84,1.06,-4.50,1.45,14.41,"1.00
"
15108,Pedestrian,0.00,0,1.08,411.85,161.32,451.19,247.18,1.77,0.90,1.11,-3.69,1.37,15.27,"0.85
"
15109,Pedestrian,0.00,0,1.29,240.34,155.11,275.67,243.72,1.84,0.78,1.12,-7.44,1.31,15.35,"0.85
"
15110,Pedestrian,0.00,0,1.18,285.43,157.49,319.77,243.47,1.84,0.74,1.16,-6.69,1.35,15.79,"0.79
"
15111,Pedestrian,0.00,0,1.23,320.34,164.63,350.01,241.52,1.70,0.66,1.10,-6.17,1.35,16.28,"0.88
"
15112,Pedestrian,0.00,2,1.37,278.25,158.84,322.01,236.23,1.84,0.79,1.03,-7.57,1.32,17.48,"0.97
"
15125,Pedestrian,0.16,1,-2.20,1112.54,121.75,1201.88,374.00,1.82,0.69,0.68,4.01,1.47,5.25,"-1.57
"
15138,Pedestrian,0.00,0,-2.90,411.92,146.15,503.93,325.99,1.82,0.58,1.23,-1.62,1.48,7.51,"-3.10
"
15140,Pedestrian,0.25,0,0.13,945.33,148.77,1049.16,374.00,1.75,0.63,0.51,2.46,1.61,4.64,"0.59
"
15143,Pedestrian,0.00,0,-2.04,541.30,177.80,559.83,222.90,1.53,0.61,0.73,-2.15,1.71,25.09,"-2.13
"
15144,Pedestrian,0.00,0,-1.98,525.75,173.83,543.58,221.57,1.61,0.54,0.87,-2.65,1.65,24.82,"-2.09
"
15159,Pedestrian,0.00,0,-1.20,670.24,170.06,692.74,210.57,1.54,0.84,0.75,2.67,1.44,27.97,"-1.11
"
15216,Pedestrian,0.00,0,-1.60,488.69,177.12,512.44,236.69,1.58,0.67,0.87,-3.07,1.70,19.70,"-1.75
"
15217,Pedestrian,0.00,0,1.69,409.62,167.48,448.56,264.74,1.70,0.70,0.69,-3.34,1.61,13.03,"1.44
"
15218,Pedestrian,0.00,0,1.40,457.02,171.69,484.99,249.46,1.67,0.62,0.95,-3.18,1.66,16.11,"1.21
"
15219,Pedestrian,0.00,0,1.40,704.69,164.49,727.29,231.54,1.92,0.64,1.08,3.11,1.69,21.27,"1.54
"
15220,Pedestrian,0.00,0,1.34,722.28,165.86,745.88,229.23,1.83,0.77,1.01,3.65,1.63,21.40,"1.50
"
15247,Pedestrian,0.00,0,-1.76,732.06,179.46,758.39,241.52,1.61,0.74,1.08,3.58,1.79,19.36,"-1.58
"
15322,Pedestrian,0.00,0,-1.62,632.86,161.19,678.19,292.54,1.73,0.84,0.86,0.61,1.47,9.93,"-1.57
"
15323,Pedestrian,0.00,0,-1.75,691.78,156.72,742.45,291.31,1.81,0.90,0.95,1.52,1.48,10.18,"-1.61
"
15324,Pedestrian,0.00,0,-1.32,286.98,157.26,343.64,299.97,1.78,0.92,1.01,-3.82,1.48,9.53,"-1.70
"
15328,Pedestrian,0.00,1,-1.55,734.76,162.44,749.76,221.63,1.63,0.61,0.82,3.83,1.11,20.22,"-1.37
"
15467,Pedestrian,0.00,1,2.63,951.32,154.48,1008.32,296.00,1.74,0.44,0.98,4.73,1.42,9.00,"3.10
"
15570,Pedestrian,0.79,0,2.39,1185.15,167.69,1237.00,373.00,1.59,0.74,1.00,5.22,1.48,5.48,"3.13
"
15571,Pedestrian,0.72,0,-2.81,0.00,162.64,150.77,373.00,1.82,0.94,1.09,-3.42,1.73,4.17,"2.81
"
15580,Pedestrian,0.00,1,3.12,612.66,161.75,620.14,183.25,1.80,0.68,1.44,1.24,0.22,60.13,"-3.14
"
15581,Pedestrian,0.00,2,0.24,472.50,167.51,483.11,190.95,1.92,0.57,1.32,-10.39,0.85,58.62,"0.07
"
15593,Pedestrian,0.00,0,1.97,706.94,133.74,761.93,298.56,2.01,0.47,0.98,1.62,1.44,9.16,"2.14
"
15601,Pedestrian,0.00,0,2.81,846.73,154.22,924.62,315.88,1.71,0.44,0.83,3.07,1.43,7.72,"-3.11
"
15726,Pedestrian,0.00,1,2.95,689.35,172.31,706.18,232.16,1.60,0.39,0.40,2.35,1.59,19.55,"3.07
"
15727,Pedestrian,0.00,1,2.47,666.90,173.17,683.08,224.62,1.50,0.40,0.35,1.89,1.51,21.29,"2.56
"
15728,Pedestrian,0.00,2,0.26,387.06,175.51,398.68,236.92,1.60,0.38,0.30,-5.73,1.67,18.99,"-0.03
"
15732,Pedestrian,0.00,0,-0.31,799.40,146.49,855.73,306.25,1.82,0.63,1.14,2.54,1.43,8.42,"-0.02
"
15755,Pedestrian,0.00,0,0.43,220.25,146.17,303.77,329.83,1.82,0.66,0.94,-3.57,1.49,7.39,"-0.01
"
15803,Pedestrian,0.00,0,-1.92,870.01,156.76,911.50,244.74,1.71,0.73,0.82,5.57,1.40,14.46,"-1.56
"
15835,Pedestrian,0.00,0,-1.83,926.22,137.94,999.46,322.37,1.75,0.82,1.14,3.59,1.34,7.43,"-1.40
"
15836,Pedestrian,0.00,0,-0.95,589.41,162.13,638.85,284.37,1.77,0.94,0.93,0.01,1.49,11.04,"-0.96
"
15837,Pedestrian,0.00,1,-2.75,134.24,165.94,201.85,315.20,1.73,0.67,0.83,-5.33,1.55,8.74,"3.00
"
15838,Pedestrian,0.00,0,1.84,403.88,159.59,460.58,294.81,1.82,0.80,0.86,-2.48,1.52,10.11,"1.60
"
15839,Pedestrian,0.00,1,1.25,798.47,138.09,865.95,298.52,1.88,0.78,1.03,2.73,1.37,8.97,"1.53
"
15842,Pedestrian,0.00,0,-1.51,553.71,169.22,574.67,226.27,1.76,0.76,1.02,-1.30,1.38,22.78,"-1.57
"
15843,Pedestrian,0.00,0,-1.68,529.89,167.29,546.38,221.44,1.81,0.73,0.84,-2.36,1.33,24.53,"-1.78
"
15847,Pedestrian,0.00,0,0.29,57.17,194.63,78.17,255.24,1.63,0.45,0.41,-14.87,2.23,19.80,"-0.35
"
15863,Pedestrian,0.00,0,1.24,837.30,166.88,857.97,217.14,1.77,0.57,0.89,8.51,1.56,25.87,"1.55
"
15868,Pedestrian,0.00,2,-0.04,539.93,171.37,552.66,205.70,1.87,0.64,0.65,-3.53,1.79,39.69,"-0.13
"
15878,Pedestrian,0.00,0,0.33,329.19,158.56,405.52,300.04,1.72,0.59,1.20,-3.12,1.46,8.96,"0.01
"
15890,Pedestrian,0.00,0,-1.92,383.60,160.36,429.60,283.29,1.72,0.57,0.99,-2.98,1.44,10.45,"-2.18
"
15891,Pedestrian,0.00,0,-1.92,328.08,147.54,385.42,288.23,1.90,0.61,1.11,-3.58,1.45,10.16,"-2.25
"
15892,Pedestrian,0.00,0,1.06,485.81,155.36,537.81,306.86,1.79,0.79,0.96,-1.25,1.49,8.98,"0.93
"
15894,Pedestrian,0.00,1,1.27,816.43,161.13,829.10,202.31,1.96,0.69,0.50,10.35,1.04,33.99,"1.57
"
15895,Pedestrian,0.00,1,-2.16,832.06,165.08,846.40,200.95,1.65,0.58,0.80,10.91,0.94,33.10,"-1.85
"
15935,Pedestrian,0.00,1,-2.31,684.73,170.17,731.39,323.98,1.68,0.50,0.42,1.12,1.65,8.19,"-2.18
"
15937,Pedestrian,0.00,2,-1.98,359.62,189.80,386.28,267.48,1.68,0.52,0.55,-5.29,2.06,16.04,"-2.30
"
15974,Pedestrian,0.00,1,2.51,1052.34,135.69,1142.00,303.49,1.94,0.76,1.23,5.84,1.43,8.65,"3.08
"
15983,Pedestrian,0.00,0,2.89,741.64,172.68,760.59,247.40,1.63,0.41,0.33,3.07,1.63,16.01,"3.08
"
16026,Pedestrian,0.00,1,1.38,730.30,176.26,741.63,212.49,1.74,0.75,0.64,5.95,1.92,35.21,"1.55
"
16040,Pedestrian,0.00,1,2.78,873.48,165.35,884.82,190.73,1.86,0.57,1.08,19.88,1.32,53.57,"3.13
"
16051,Pedestrian,0.00,0,2.27,25.39,183.41,55.06,266.84,1.60,0.51,0.87,-11.13,1.81,14.33,"1.62
"
16052,Pedestrian,0.08,0,0.78,26.28,160.75,95.52,296.76,1.72,0.59,1.20,-7.30,1.48,9.31,"0.13
"
16088,Pedestrian,0.00,0,-1.70,764.56,171.51,826.22,331.14,1.76,0.76,1.02,2.17,1.65,8.47,"-1.47
"
16089,Pedestrian,0.00,0,2.73,337.41,175.67,393.41,317.28,1.78,0.82,0.80,-3.21,1.71,9.64,"2.41
"
16090,Pedestrian,0.00,1,1.69,250.94,178.45,294.94,313.04,1.75,0.71,0.89,-4.61,1.71,9.88,"1.26
"
16091,Pedestrian,0.00,0,1.08,984.09,161.47,1049.09,314.51,1.67,0.78,0.95,4.66,1.45,8.33,"1.57
"
16092,Pedestrian,0.00,0,1.26,921.71,160.61,984.37,310.71,1.74,0.72,0.77,4.15,1.50,8.74,"1.69
"
16093,Pedestrian,0.00,0,-1.88,645.20,172.08,679.20,249.49,1.89,0.96,0.95,1.37,1.66,18.14,"-1.81
"
16094,Pedestrian,0.00,2,-1.69,761.78,177.95,823.30,313.74,1.68,0.64,0.91,2.44,1.64,9.39,"-1.45
"
16095,Pedestrian,0.00,0,-1.72,717.30,179.69,758.30,296.01,1.71,0.68,0.93,2.03,1.68,11.04,"-1.55
"
16096,Pedestrian,0.00,1,-1.69,701.01,182.18,730.68,285.84,1.71,0.80,0.94,1.91,1.73,12.42,"-1.54
"
16097,Pedestrian,0.00,2,-1.79,768.70,170.70,826.31,271.41,1.80,0.83,0.92,3.59,1.61,13.34,"-1.54
"
16098,Pedestrian,0.00,2,-1.84,785.75,166.48,831.83,248.49,1.83,0.78,0.94,4.75,1.50,16.58,"-1.57
"
16112,Pedestrian,0.00,0,-1.27,718.43,175.91,750.76,243.94,1.54,0.84,0.75,2.87,1.62,16.87,"-1.11
"
16152,Pedestrian,0.00,0,0.18,473.07,170.56,487.07,218.73,1.72,0.74,0.56,-4.76,1.64,26.21,"0.01
"
16173,Pedestrian,0.00,1,2.51,892.17,143.32,987.06,327.35,1.85,0.66,1.18,3.71,1.48,7.57,"2.95
"
16189,Pedestrian,0.00,0,1.99,460.58,164.98,483.58,239.70,1.81,0.58,0.84,-3.32,1.43,17.58,"1.81
"
16190,Pedestrian,0.00,0,1.91,438.63,165.98,465.96,240.29,1.77,0.64,0.88,-3.84,1.43,17.31,"1.70
"
16191,Pedestrian,0.00,1,1.78,417.64,169.26,431.64,210.46,1.66,0.68,0.84,-7.54,1.21,29.05,"1.53
"
16246,Pedestrian,0.00,0,0.28,361.25,156.34,430.09,301.28,1.76,0.59,1.10,-2.70,1.47,8.93,"0.00
"
16274,Pedestrian,0.00,0,-1.87,818.23,159.22,851.56,241.79,1.67,0.70,0.44,4.57,1.40,14.84,"-1.58
"
16280,Pedestrian,0.00,0,0.68,615.69,166.98,627.03,195.93,1.90,0.42,1.04,0.49,1.52,47.84,"0.69
"
16281,Pedestrian,0.00,1,0.69,617.13,168.16,629.79,196.32,1.87,0.50,0.90,0.96,1.56,48.34,"0.71
"
16308,Pedestrian,0.00,0,0.26,351.79,143.45,424.36,315.58,1.88,0.66,1.15,-2.43,1.48,8.10,"-0.02
"
16330,Pedestrian,0.00,2,1.19,442.00,181.07,462.25,237.74,1.62,0.89,0.52,-4.77,1.87,21.18,"0.97
"
16346,Pedestrian,0.36,0,-2.94,69.41,157.15,308.05,373.00,1.82,0.94,1.09,-2.53,1.69,4.50,"2.85
"
16370,Pedestrian,0.00,0,0.29,408.26,180.64,425.90,229.27,1.55,0.52,0.50,-6.32,1.81,23.39,"0.03
"
16371,Pedestrian,0.00,0,1.95,345.51,173.97,369.06,219.69,1.85,0.70,0.69,-10.43,1.91,29.70,"1.61
"
16432,Pedestrian,0.00,0,0.41,239.78,142.95,315.91,331.41,1.91,0.52,1.12,-3.48,1.53,7.48,"-0.01
"
16439,Pedestrian,0.00,0,-1.65,615.18,163.21,669.85,324.97,1.73,0.84,0.86,0.39,1.54,8.16,"-1.61
"
16440,Pedestrian,0.00,0,-1.73,670.95,155.82,734.62,321.17,1.81,0.90,0.95,1.04,1.53,8.38,"-1.62
"
16441,Pedestrian,0.00,0,-1.20,196.14,162.91,264.47,336.86,1.78,0.92,1.01,-4.08,1.59,7.91,"-1.67
"
16445,Pedestrian,0.00,2,-1.99,727.05,161.55,754.05,229.91,1.79,0.86,1.02,3.58,1.27,19.47,"-1.81
"
16446,Pedestrian,0.00,0,-1.52,753.97,165.52,774.97,238.82,1.63,0.61,0.82,3.56,1.28,16.42,"-1.32
"
16486,Pedestrian,0.00,0,-1.52,660.70,173.49,685.36,233.43,1.73,0.84,0.86,1.97,1.50,21.21,"-1.43
"
16487,Pedestrian,0.00,0,-1.55,684.26,170.34,708.60,233.06,1.81,0.90,0.95,2.63,1.49,21.24,"-1.43
"
16488,Pedestrian,0.00,0,-1.45,500.87,167.90,529.20,231.99,1.78,0.92,1.01,-2.61,1.40,20.52,"-1.58
"
16534,Pedestrian,0.00,2,-2.86,842.64,161.99,869.98,253.12,1.78,0.78,0.65,4.86,1.57,14.56,"-2.54
"
16566,Pedestrian,0.00,0,-1.90,526.09,176.51,548.03,232.23,1.53,0.61,0.73,-2.20,1.64,20.39,"-2.01
"
16567,Pedestrian,0.00,0,-1.88,504.26,173.39,526.24,232.49,1.61,0.54,0.87,-2.69,1.63,20.15,"-2.01
"
16568,Pedestrian,0.00,0,1.35,634.16,168.28,649.72,211.79,1.89,0.61,0.92,1.36,1.70,31.86,"1.39
"
16569,Pedestrian,0.00,1,1.32,655.75,169.24,669.45,213.40,1.91,0.69,0.77,2.21,1.76,31.79,"1.39
"
16608,Pedestrian,0.00,0,1.26,376.53,182.35,417.97,261.72,1.62,0.89,0.52,-4.55,1.83,15.26,"0.98
"
16625,Pedestrian,0.00,1,-1.41,1076.70,143.17,1163.54,323.62,1.59,0.66,0.65,4.75,1.25,6.79,"-0.83
"
16626,Pedestrian,0.16,0,0.94,12.28,158.79,177.55,373.00,1.66,0.65,0.72,-3.63,1.51,5.11,"0.34
"
16628,Pedestrian,0.00,0,-1.92,823.51,144.89,869.06,255.71,1.75,0.82,1.14,3.88,1.17,11.95,"-1.62
"
16629,Pedestrian,0.00,0,-1.41,587.15,156.51,613.28,238.28,1.77,0.94,0.93,-0.29,1.23,16.06,"-1.44
"
16630,Pedestrian,0.00,0,-3.05,484.09,159.91,513.24,236.56,1.73,0.67,0.83,-2.53,1.24,16.63,"3.08
"
16631,Pedestrian,0.00,0,1.67,547.11,156.67,570.43,225.90,1.82,0.80,0.86,-1.33,1.17,19.35,"1.59
"
16632,Pedestrian,0.00,2,1.41,723.27,145.34,749.03,221.57,1.88,0.78,1.03,3.21,0.99,18.29,"1.57
"
16688,Pedestrian,0.00,0,-1.95,992.10,160.77,1063.10,330.18,1.65,0.88,0.49,4.22,1.45,7.29,"-1.45
"
16689,Pedestrian,0.00,0,-2.10,423.00,168.28,446.67,244.10,1.88,0.69,0.47,-4.39,1.55,18.20,"-2.34
"
16690,Pedestrian,0.00,1,1.92,386.00,173.19,425.00,283.57,1.77,0.67,0.91,-3.35,1.64,11.99,"1.65
"
16691,Pedestrian,0.00,0,2.32,676.84,178.56,701.18,224.26,1.51,1.01,0.97,2.74,1.42,24.55,"2.42
"
16692,Pedestrian,0.00,0,-1.32,522.18,176.65,541.85,234.44,1.66,0.65,0.72,-2.21,1.52,21.02,"-1.43
"
16693,Pedestrian,0.00,0,1.92,574.19,172.83,594.86,218.58,1.72,0.88,0.90,-0.88,1.39,27.49,"1.88
"
16694,Pedestrian,0.00,0,-1.44,633.15,172.28,647.15,216.82,1.77,0.94,0.93,1.35,1.41,29.08,"-1.39
"
16765,Pedestrian,0.00,0,1.61,529.98,145.37,611.64,356.79,1.87,0.80,0.99,-0.38,1.57,6.80,"1.56
"
16766,Pedestrian,0.00,0,1.07,37.70,157.83,98.70,307.98,1.78,0.84,0.49,-6.77,1.51,8.87,"0.43
"
16767,Pedestrian,0.00,0,-0.11,657.79,149.79,739.96,309.03,1.78,0.67,1.26,1.03,1.45,8.32,"0.01
"
16783,Pedestrian,0.00,2,-1.11,224.61,157.30,270.25,307.01,1.83,0.60,0.39,-4.61,1.65,9.05,"-1.57
"
16784,Pedestrian,0.00,2,-1.17,289.24,162.64,315.59,275.24,1.81,0.34,0.32,-5.11,1.65,11.81,"-1.57
"
16787,Pedestrian,0.00,2,-1.19,296.48,173.76,324.36,289.61,1.78,0.40,0.43,-4.66,1.80,11.34,"-1.57
"
16807,Pedestrian,0.00,0,2.68,815.48,153.94,872.15,296.35,1.75,0.43,0.99,2.99,1.42,8.98,"3.00
"
16821,Pedestrian,0.00,0,3.06,592.83,148.34,668.16,328.46,1.84,0.45,1.19,0.22,1.51,7.53,"3.08
"
16822,Pedestrian,0.04,0,-2.23,918.28,148.41,984.28,369.00,1.74,0.39,0.52,2.77,1.49,5.66,"-1.80
"
16823,Pedestrian,0.01,0,3.06,1081.86,117.05,1149.53,369.00,1.97,0.50,0.50,4.24,1.48,5.80,"-2.61
"
16824,Pedestrian,0.21,3,-2.72,1004.93,145.27,1092.59,369.00,1.73,0.53,0.46,2.88,1.51,4.64,"-2.19
"
16895,Pedestrian,0.00,0,-1.90,849.41,160.40,876.67,236.55,1.60,0.51,0.43,5.36,1.34,15.41,"-1.57
"
16915,Pedestrian,0.00,2,-0.37,120.83,168.09,171.29,273.15,1.89,0.55,0.80,-8.51,1.66,13.17,"-0.93
"
16916,Pedestrian,0.00,0,-0.36,191.90,170.38,243.95,261.76,1.89,0.57,0.99,-8.33,1.68,15.16,"-0.85
"
16973,Pedestrian,0.00,2,-1.92,863.34,153.04,907.01,277.93,1.82,0.69,0.68,4.06,1.53,10.87,"-1.57
"
16997,Pedestrian,0.00,0,-2.03,984.18,128.14,1077.18,359.79,1.75,0.82,1.14,3.67,1.35,6.01,"-1.50
"
16998,Pedestrian,0.00,0,-1.00,617.96,161.86,671.96,306.94,1.77,0.94,0.93,0.51,1.53,9.41,"-0.95
"
16999,Pedestrian,0.00,0,1.92,298.77,153.47,380.44,359.29,1.82,0.80,0.86,-2.57,1.57,6.80,"1.56
"
17000,Pedestrian,0.04,1,1.10,922.84,117.17,1030.50,373.00,1.88,0.78,1.03,2.81,1.43,5.58,"1.54
"
17003,Pedestrian,0.00,0,1.56,495.04,166.93,510.38,222.59,1.77,0.66,0.90,-3.40,1.31,23.38,"1.42
"
17004,Pedestrian,0.00,1,1.53,476.96,171.49,493.30,223.79,1.67,0.73,0.77,-4.03,1.36,23.54,"1.35
"
17005,Pedestrian,0.00,0,-1.50,558.13,167.44,577.13,228.16,1.76,0.76,1.02,-1.24,1.36,21.43,"-1.57
"
17006,Pedestrian,0.00,0,-1.51,588.52,168.93,600.02,227.10,1.68,0.64,0.91,-0.17,1.32,21.30,"-1.52
"
17007,Pedestrian,0.00,0,-1.88,515.40,168.32,536.40,225.70,1.81,0.73,0.84,-2.57,1.39,23.19,"-1.99
"
17141,Pedestrian,0.00,0,0.43,275.00,136.70,353.90,299.54,2.01,0.49,0.95,-3.68,1.47,9.00,"0.06
"
17142,Pedestrian,0.00,0,1.92,352.41,178.08,377.74,232.89,1.87,0.96,0.65,-8.52,2.06,25.13,"1.59
"
17167,Pedestrian,0.29,3,-1.69,0.00,161.82,84.79,374.00,1.68,0.52,0.55,-4.23,1.60,5.23,"-2.35
"
17195,Pedestrian,0.00,0,-1.93,863.27,151.34,906.93,253.09,1.67,0.70,0.44,4.55,1.32,12.08,"-1.57
"
17201,Pedestrian,0.00,0,0.64,618.64,163.89,629.31,195.15,1.90,0.42,1.04,0.88,1.36,44.33,"0.66
"
17202,Pedestrian,0.00,1,0.65,625.47,165.35,635.80,195.72,1.87,0.50,0.90,1.25,1.41,44.85,"0.68
"
17241,Pedestrian,0.11,3,-2.15,1056.15,159.06,1165.82,374.00,1.61,0.74,1.08,3.71,1.53,5.40,"-1.58
"
17248,Pedestrian,0.00,2,-1.30,109.83,164.35,133.16,224.59,1.80,0.80,0.50,-14.89,1.55,21.95,"-1.89
"
17249,Pedestrian,0.00,2,-1.03,220.48,173.20,239.98,209.96,1.50,0.73,0.55,-15.84,1.53,29.93,"-1.51
"
17291,Pedestrian,0.00,2,1.61,406.06,177.78,416.65,206.34,1.80,0.68,0.72,-12.65,2.12,46.07,"1.35
"
17292,Pedestrian,0.00,2,1.68,398.53,179.46,409.80,208.08,1.80,0.65,0.67,-13.17,2.22,45.92,"1.41
"
17295,Pedestrian,0.00,0,-1.89,692.45,153.97,757.78,310.26,1.73,0.84,0.86,1.39,1.42,8.46,"-1.74
"
17296,Pedestrian,0.00,0,-1.93,763.19,144.92,827.86,301.93,1.81,0.90,0.95,2.24,1.39,8.81,"-1.69
"
17297,Pedestrian,0.00,1,-1.55,205.79,165.67,254.12,281.99,1.79,0.86,1.02,-6.11,1.55,11.72,"-2.02
"
17298,Pedestrian,0.00,0,-1.61,608.50,161.50,634.17,236.12,1.75,0.78,0.84,0.36,1.28,17.30,"-1.60
"
17299,Pedestrian,0.00,2,-2.29,727.16,152.95,767.83,265.23,1.71,0.71,1.03,2.35,1.27,11.54,"-2.10
"
17300,Pedestrian,0.01,0,2.72,1101.93,128.93,1208.93,345.74,1.77,0.85,1.15,4.66,1.35,6.38,"-2.95
"
17301,Pedestrian,0.00,1,1.69,1148.52,132.41,1216.85,303.07,1.73,0.69,0.56,6.23,1.23,7.72,"2.35
"
17302,Pedestrian,0.00,0,2.01,272.45,166.70,336.45,297.44,1.69,0.68,1.11,-4.03,1.50,9.86,"1.63
"
17304,Pedestrian,0.00,1,1.97,219.97,165.72,262.97,303.55,1.75,0.68,1.10,-4.66,1.55,9.69,"1.53
"
17305,Pedestrian,0.00,0,-2.95,1014.57,134.37,1068.23,283.28,1.75,0.87,1.06,5.42,1.19,9.09,"-2.43
"
17310,Pedestrian,0.00,0,-0.29,691.52,155.23,796.52,324.32,1.67,0.51,1.29,1.36,1.42,7.36,"-0.11
"
17320,Pedestrian,0.02,0,1.07,134.29,179.23,219.95,374.00,1.57,0.52,0.62,-3.70,1.63,6.08,"0.54
"
17347,Pedestrian,0.00,0,2.72,909.86,152.29,967.86,301.51,1.72,0.78,1.02,4.05,1.40,8.60,"-3.14
"
17363,Pedestrian,0.00,0,-1.57,188.98,150.13,202.61,197.56,1.99,0.73,0.53,-17.28,0.71,30.07,"-2.08
"
17364,Pedestrian,0.00,0,2.06,216.48,152.95,243.49,222.03,1.88,0.71,1.28,-10.59,1.13,19.94,"1.58
"
17366,Pedestrian,0.00,0,1.94,258.39,154.98,277.79,204.97,1.91,0.66,0.99,-13.10,0.94,27.69,"1.51
"
17367,Pedestrian,0.00,2,2.00,226.75,152.42,246.27,203.10,1.93,0.73,0.96,-14.14,0.86,27.48,"1.53
"
17368,Pedestrian,0.00,1,0.86,479.46,158.95,524.10,277.23,1.89,0.87,1.09,-1.78,1.54,11.97,"0.72
"
17369,Pedestrian,0.00,2,0.86,505.87,153.77,582.12,266.33,1.89,0.88,1.00,-1.11,1.44,12.51,"0.78
"
17370,Pedestrian,0.00,0,0.81,567.01,153.27,624.19,279.91,1.89,0.88,1.13,-0.13,1.48,11.25,"0.80
"
17371,Pedestrian,0.00,0,0.31,877.38,146.32,959.53,334.02,1.89,0.84,1.06,3.50,1.55,7.79,"0.72
"
17372,Pedestrian,0.00,1,0.27,886.61,151.91,966.45,318.10,1.77,0.90,1.11,4.00,1.46,8.22,"0.71
"
17373,Pedestrian,0.00,0,0.59,653.13,155.76,729.23,332.29,1.84,0.78,1.12,0.98,1.58,8.02,"0.70
"
17374,Pedestrian,0.00,1,0.53,678.03,152.57,731.24,317.87,1.84,0.74,1.16,1.56,1.53,8.52,"0.70
"
17375,Pedestrian,0.00,1,0.53,729.02,160.41,791.53,302.85,1.70,0.66,1.10,2.07,1.46,9.06,"0.74
"
17376,Pedestrian,0.00,0,0.88,520.04,155.60,569.73,292.52,1.84,0.79,1.03,-0.86,1.51,10.16,"0.80
"
17408,Pedestrian,0.00,0,0.18,409.32,149.33,490.32,308.16,1.82,0.63,1.14,-1.80,1.46,8.47,"-0.02
"
17428,Pedestrian,0.00,0,-1.79,508.66,173.61,532.12,240.95,1.53,0.61,0.73,-2.24,1.56,16.93,"-1.92
"
17429,Pedestrian,0.00,0,-1.70,484.57,169.18,508.67,240.64,1.61,0.54,0.87,-2.70,1.53,16.74,"-1.86
"
17430,Pedestrian,0.00,0,2.39,978.63,159.48,1036.36,271.03,1.66,0.80,0.50,6.02,1.46,11.17,"2.88
"
17431,Pedestrian,0.00,0,1.30,652.52,164.09,670.74,215.90,1.89,0.61,0.92,1.86,1.57,26.83,"1.37
"
17432,Pedestrian,0.00,1,1.26,675.86,164.20,694.31,216.75,1.91,0.69,0.77,2.71,1.60,26.78,"1.36
"
17454,Pedestrian,0.00,0,1.26,816.27,165.06,835.60,211.08,1.77,0.57,0.89,8.45,1.47,28.22,"1.55
"
17459,Pedestrian,0.00,2,-0.05,544.12,169.60,552.62,202.32,1.87,0.64,0.65,-3.63,1.69,41.62,"-0.13
"
17463,Pedestrian,0.39,0,-3.10,108.43,193.39,306.91,373.00,1.59,0.74,1.00,-2.45,1.68,4.49,"2.70
"
17478,Pedestrian,0.00,0,1.20,870.74,159.26,916.40,267.00,1.69,0.69,0.83,4.60,1.48,11.76,"1.56
"
17486,Pedestrian,0.00,0,0.49,247.65,161.32,305.98,308.65,1.69,0.57,0.86,-3.90,1.48,8.42,"0.08
"
17490,Pedestrian,0.24,3,0.44,88.76,127.56,194.09,374.00,1.87,0.64,0.65,-3.00,1.60,4.52,"-0.12
"
17499,Pedestrian,0.00,0,-1.20,669.75,171.26,687.75,209.85,1.54,0.84,0.75,2.64,1.49,29.34,"-1.11
"
